#ID,Year,Month,Day,TimeStamp,Label
1477,2002,01,16,2002-01-16,02Jan16
1478,2002,01,17,2002-01-17,02Jan17
1479,2002,01,18,2002-01-18,02Jan18
1480,2002,01,19,2002-01-19,02Jan19
1481,2002,01,20,2002-01-20,02Jan20
1482,2002,01,21,2002-01-21,02Jan21
1483,2002,01,22,2002-01-22,02Jan22
1484,2002,01,23,2002-01-23,02Jan23
1485,2002,01,24,2002-01-24,02Jan24
1486,2002,01,25,2002-01-25,02Jan25
1487,2002,01,26,2002-01-26,02Jan26
1488,2002,01,27,2002-01-27,02Jan27
1489,2002,01,28,2002-01-28,02Jan28
1490,2002,01,29,2002-01-29,02Jan29
1491,2002,01,30,2002-01-30,02Jan30
1492,2002,01,31,2002-01-31,02Jan31
1493,2002,02,01,2002-02-01,02Feb01
1494,2002,02,02,2002-02-02,02Feb02
1495,2002,02,03,2002-02-03,02Feb03
1496,2002,02,04,2002-02-04,02Feb04
1497,2002,02,05,2002-02-05,02Feb05
1498,2002,02,06,2002-02-06,02Feb06
1499,2002,02,07,2002-02-07,02Feb07
1500,2002,02,08,2002-02-08,02Feb08
1501,2002,02,09,2002-02-09,02Feb09
1502,2002,02,10,2002-02-10,02Feb10
1503,2002,02,11,2002-02-11,02Feb11
1504,2002,02,12,2002-02-12,02Feb12
1505,2002,02,13,2002-02-13,02Feb13
1506,2002,02,14,2002-02-14,02Feb14
1507,2002,02,15,2002-02-15,02Feb15
1508,2002,02,16,2002-02-16,02Feb16
1509,2002,02,17,2002-02-17,02Feb17
1510,2002,02,18,2002-02-18,02Feb18
1511,2002,02,19,2002-02-19,02Feb19
1512,2002,02,20,2002-02-20,02Feb20
1513,2002,02,21,2002-02-21,02Feb21
1514,2002,02,22,2002-02-22,02Feb22
1515,2002,02,23,2002-02-23,02Feb23
1516,2002,02,24,2002-02-24,02Feb24
1517,2002,02,25,2002-02-25,02Feb25
1518,2002,02,26,2002-02-26,02Feb26
1519,2002,02,27,2002-02-27,02Feb27
1520,2002,02,28,2002-02-28,02Feb28
1521,2002,03,01,2002-03-01,02Mar01
1522,2002,03,02,2002-03-02,02Mar02
1523,2002,03,03,2002-03-03,02Mar03
1524,2002,03,04,2002-03-04,02Mar04
1525,2002,03,05,2002-03-05,02Mar05
1526,2002,03,06,2002-03-06,02Mar06
1527,2002,03,07,2002-03-07,02Mar07
1528,2002,03,08,2002-03-08,02Mar08
1529,2002,03,09,2002-03-09,02Mar09
1530,2002,03,10,2002-03-10,02Mar10
1531,2002,03,11,2002-03-11,02Mar11
1532,2002,03,12,2002-03-12,02Mar12
1533,2002,03,13,2002-03-13,02Mar13
1534,2002,03,14,2002-03-14,02Mar14
1535,2002,03,15,2002-03-15,02Mar15
1536,2002,03,16,2002-03-16,02Mar16
1537,2002,03,17,2002-03-17,02Mar17
1538,2002,03,18,2002-03-18,02Mar18
1539,2002,03,19,2002-03-19,02Mar19
1540,2002,03,20,2002-03-20,02Mar20
1541,2002,03,21,2002-03-21,02Mar21
1542,2002,03,22,2002-03-22,02Mar22
1543,2002,03,23,2002-03-23,02Mar23
1544,2002,03,24,2002-03-24,02Mar24
1545,2002,03,25,2002-03-25,02Mar25
1546,2002,03,26,2002-03-26,02Mar26
1547,2002,03,27,2002-03-27,02Mar27
1548,2002,03,28,2002-03-28,02Mar28
1549,2002,03,29,2002-03-29,02Mar29
1550,2002,03,30,2002-03-30,02Mar30
1551,2002,03,31,2002-03-31,02Mar31
1552,2002,04,01,2002-04-01,02Apr01
1553,2002,04,02,2002-04-02,02Apr02
1554,2002,04,03,2002-04-03,02Apr03
1555,2002,04,04,2002-04-04,02Apr04
1556,2002,04,05,2002-04-05,02Apr05
1557,2002,04,06,2002-04-06,02Apr06
1558,2002,04,07,2002-04-07,02Apr07
1559,2002,04,08,2002-04-08,02Apr08
1560,2002,04,09,2002-04-09,02Apr09
1561,2002,04,10,2002-04-10,02Apr10
1562,2002,04,11,2002-04-11,02Apr11
1563,2002,04,12,2002-04-12,02Apr12
1564,2002,04,13,2002-04-13,02Apr13
1565,2002,04,14,2002-04-14,02Apr14
1566,2002,04,15,2002-04-15,02Apr15
1567,2002,04,16,2002-04-16,02Apr16
1568,2002,04,17,2002-04-17,02Apr17
1569,2002,04,18,2002-04-18,02Apr18
1570,2002,04,19,2002-04-19,02Apr19
1571,2002,04,20,2002-04-20,02Apr20
1572,2002,04,21,2002-04-21,02Apr21
1573,2002,04,22,2002-04-22,02Apr22
1574,2002,04,23,2002-04-23,02Apr23
1575,2002,04,24,2002-04-24,02Apr24
1576,2002,04,25,2002-04-25,02Apr25
1577,2002,04,26,2002-04-26,02Apr26
1578,2002,04,27,2002-04-27,02Apr27
1579,2002,04,28,2002-04-28,02Apr28
1580,2002,04,29,2002-04-29,02Apr29
1581,2002,04,30,2002-04-30,02Apr30
1582,2002,05,01,2002-05-01,02May01
1583,2002,05,02,2002-05-02,02May02
1584,2002,05,03,2002-05-03,02May03
1585,2002,05,04,2002-05-04,02May04
1586,2002,05,05,2002-05-05,02May05
1587,2002,05,06,2002-05-06,02May06
1588,2002,05,07,2002-05-07,02May07
1589,2002,05,08,2002-05-08,02May08
1590,2002,05,09,2002-05-09,02May09
1591,2002,05,10,2002-05-10,02May10
1592,2002,05,11,2002-05-11,02May11
1593,2002,05,12,2002-05-12,02May12
1594,2002,05,13,2002-05-13,02May13
1595,2002,05,14,2002-05-14,02May14
1596,2002,05,15,2002-05-15,02May15
1597,2002,05,16,2002-05-16,02May16
1598,2002,05,17,2002-05-17,02May17
1599,2002,05,18,2002-05-18,02May18
1600,2002,05,19,2002-05-19,02May19
1601,2002,05,20,2002-05-20,02May20
1602,2002,05,21,2002-05-21,02May21
1603,2002,05,22,2002-05-22,02May22
1604,2002,05,23,2002-05-23,02May23
1605,2002,05,24,2002-05-24,02May24
1606,2002,05,25,2002-05-25,02May25
1607,2002,05,26,2002-05-26,02May26
1608,2002,05,27,2002-05-27,02May27
1609,2002,05,28,2002-05-28,02May28
1610,2002,05,29,2002-05-29,02May29
1611,2002,05,30,2002-05-30,02May30
1612,2002,05,31,2002-05-31,02May31
1613,2002,06,01,2002-06-01,02Jun01
1614,2002,06,02,2002-06-02,02Jun02
1615,2002,06,03,2002-06-03,02Jun03
1616,2002,06,04,2002-06-04,02Jun04
1617,2002,06,05,2002-06-05,02Jun05
1618,2002,06,06,2002-06-06,02Jun06
1619,2002,06,07,2002-06-07,02Jun07
1620,2002,06,08,2002-06-08,02Jun08
1621,2002,06,09,2002-06-09,02Jun09
1622,2002,06,10,2002-06-10,02Jun10
1623,2002,06,11,2002-06-11,02Jun11
1624,2002,06,12,2002-06-12,02Jun12
1625,2002,06,13,2002-06-13,02Jun13
1626,2002,06,14,2002-06-14,02Jun14
1627,2002,06,15,2002-06-15,02Jun15
1628,2002,06,16,2002-06-16,02Jun16
1629,2002,06,17,2002-06-17,02Jun17
1630,2002,06,18,2002-06-18,02Jun18
1631,2002,06,19,2002-06-19,02Jun19
1632,2002,06,20,2002-06-20,02Jun20
1633,2002,06,21,2002-06-21,02Jun21
1634,2002,06,22,2002-06-22,02Jun22
1635,2002,06,23,2002-06-23,02Jun23
1636,2002,06,24,2002-06-24,02Jun24
1637,2002,06,25,2002-06-25,02Jun25
1638,2002,06,26,2002-06-26,02Jun26
1639,2002,06,27,2002-06-27,02Jun27
1640,2002,06,28,2002-06-28,02Jun28
1641,2002,06,29,2002-06-29,02Jun29
1642,2002,06,30,2002-06-30,02Jun30
1643,2002,07,01,2002-07-01,02Jul01
1644,2002,07,02,2002-07-02,02Jul02
1645,2002,07,03,2002-07-03,02Jul03
1646,2002,07,04,2002-07-04,02Jul04
1647,2002,07,05,2002-07-05,02Jul05
1648,2002,07,06,2002-07-06,02Jul06
1649,2002,07,07,2002-07-07,02Jul07
1650,2002,07,08,2002-07-08,02Jul08
1651,2002,07,09,2002-07-09,02Jul09
1652,2002,07,10,2002-07-10,02Jul10
1653,2002,07,11,2002-07-11,02Jul11
1654,2002,07,12,2002-07-12,02Jul12
1655,2002,07,13,2002-07-13,02Jul13
1656,2002,07,14,2002-07-14,02Jul14
1657,2002,07,15,2002-07-15,02Jul15
1658,2002,07,16,2002-07-16,02Jul16
1659,2002,07,17,2002-07-17,02Jul17
1660,2002,07,18,2002-07-18,02Jul18
1661,2002,07,19,2002-07-19,02Jul19
1662,2002,07,20,2002-07-20,02Jul20
1663,2002,07,21,2002-07-21,02Jul21
1664,2002,07,22,2002-07-22,02Jul22
1665,2002,07,23,2002-07-23,02Jul23
1666,2002,07,24,2002-07-24,02Jul24
1667,2002,07,25,2002-07-25,02Jul25
1668,2002,07,26,2002-07-26,02Jul26
1669,2002,07,27,2002-07-27,02Jul27
1670,2002,07,28,2002-07-28,02Jul28
1671,2002,07,29,2002-07-29,02Jul29
1672,2002,07,30,2002-07-30,02Jul30
1673,2002,07,31,2002-07-31,02Jul31
1674,2002,08,01,2002-08-01,02Aug01
1675,2002,08,02,2002-08-02,02Aug02
1676,2002,08,03,2002-08-03,02Aug03
1677,2002,08,04,2002-08-04,02Aug04
1678,2002,08,05,2002-08-05,02Aug05
1679,2002,08,06,2002-08-06,02Aug06
1680,2002,08,07,2002-08-07,02Aug07
1681,2002,08,08,2002-08-08,02Aug08
1682,2002,08,09,2002-08-09,02Aug09
1683,2002,08,10,2002-08-10,02Aug10
1684,2002,08,11,2002-08-11,02Aug11
1685,2002,08,12,2002-08-12,02Aug12
1686,2002,08,13,2002-08-13,02Aug13
1687,2002,08,14,2002-08-14,02Aug14
1688,2002,08,15,2002-08-15,02Aug15
1689,2002,08,16,2002-08-16,02Aug16
1690,2002,08,17,2002-08-17,02Aug17
1691,2002,08,18,2002-08-18,02Aug18
1692,2002,08,19,2002-08-19,02Aug19
1693,2002,08,20,2002-08-20,02Aug20
1694,2002,08,21,2002-08-21,02Aug21
1695,2002,08,22,2002-08-22,02Aug22
1696,2002,08,23,2002-08-23,02Aug23
1697,2002,08,24,2002-08-24,02Aug24
1698,2002,08,25,2002-08-25,02Aug25
1699,2002,08,26,2002-08-26,02Aug26
1700,2002,08,27,2002-08-27,02Aug27
1701,2002,08,28,2002-08-28,02Aug28
1702,2002,08,29,2002-08-29,02Aug29
1703,2002,08,30,2002-08-30,02Aug30
1704,2002,08,31,2002-08-31,02Aug31
1705,2002,09,01,2002-09-01,02Sep01
1706,2002,09,02,2002-09-02,02Sep02
1707,2002,09,03,2002-09-03,02Sep03
1708,2002,09,04,2002-09-04,02Sep04
1709,2002,09,05,2002-09-05,02Sep05
1710,2002,09,06,2002-09-06,02Sep06
1711,2002,09,07,2002-09-07,02Sep07
1712,2002,09,08,2002-09-08,02Sep08
1713,2002,09,09,2002-09-09,02Sep09
1714,2002,09,10,2002-09-10,02Sep10
1715,2002,09,11,2002-09-11,02Sep11
1716,2002,09,12,2002-09-12,02Sep12
1717,2002,09,13,2002-09-13,02Sep13
1718,2002,09,14,2002-09-14,02Sep14
1719,2002,09,15,2002-09-15,02Sep15
1720,2002,09,16,2002-09-16,02Sep16
1721,2002,09,17,2002-09-17,02Sep17
1722,2002,09,18,2002-09-18,02Sep18
1723,2002,09,19,2002-09-19,02Sep19
1724,2002,09,20,2002-09-20,02Sep20
1725,2002,09,21,2002-09-21,02Sep21
1726,2002,09,22,2002-09-22,02Sep22
1727,2002,09,23,2002-09-23,02Sep23
1728,2002,09,24,2002-09-24,02Sep24
1729,2002,09,25,2002-09-25,02Sep25
1730,2002,09,26,2002-09-26,02Sep26
1731,2002,09,27,2002-09-27,02Sep27
1732,2002,09,28,2002-09-28,02Sep28
1733,2002,09,29,2002-09-29,02Sep29
1734,2002,09,30,2002-09-30,02Sep30
1735,2002,10,01,2002-10-01,02Oct01
1736,2002,10,02,2002-10-02,02Oct02
1737,2002,10,03,2002-10-03,02Oct03
1738,2002,10,04,2002-10-04,02Oct04
1739,2002,10,05,2002-10-05,02Oct05
1740,2002,10,06,2002-10-06,02Oct06
1741,2002,10,07,2002-10-07,02Oct07
1742,2002,10,08,2002-10-08,02Oct08
1743,2002,10,09,2002-10-09,02Oct09
1744,2002,10,10,2002-10-10,02Oct10
1745,2002,10,11,2002-10-11,02Oct11
1746,2002,10,12,2002-10-12,02Oct12
1747,2002,10,13,2002-10-13,02Oct13
1748,2002,10,14,2002-10-14,02Oct14
1749,2002,10,15,2002-10-15,02Oct15
1750,2002,10,16,2002-10-16,02Oct16
1751,2002,10,17,2002-10-17,02Oct17
1752,2002,10,18,2002-10-18,02Oct18
1753,2002,10,19,2002-10-19,02Oct19
1754,2002,10,20,2002-10-20,02Oct20
1755,2002,10,21,2002-10-21,02Oct21
1756,2002,10,22,2002-10-22,02Oct22
1757,2002,10,23,2002-10-23,02Oct23
1758,2002,10,24,2002-10-24,02Oct24
1759,2002,10,25,2002-10-25,02Oct25
1760,2002,10,26,2002-10-26,02Oct26
1761,2002,10,27,2002-10-27,02Oct27
1762,2002,10,28,2002-10-28,02Oct28
1763,2002,10,29,2002-10-29,02Oct29
1764,2002,10,30,2002-10-30,02Oct30
1765,2002,10,31,2002-10-31,02Oct31
1766,2002,11,01,2002-11-01,02Nov01
1767,2002,11,02,2002-11-02,02Nov02
1768,2002,11,03,2002-11-03,02Nov03
1769,2002,11,04,2002-11-04,02Nov04
1770,2002,11,05,2002-11-05,02Nov05
1771,2002,11,06,2002-11-06,02Nov06
1772,2002,11,07,2002-11-07,02Nov07
1773,2002,11,08,2002-11-08,02Nov08
1774,2002,11,09,2002-11-09,02Nov09
1775,2002,11,10,2002-11-10,02Nov10
1776,2002,11,11,2002-11-11,02Nov11
1777,2002,11,12,2002-11-12,02Nov12
1778,2002,11,13,2002-11-13,02Nov13
1779,2002,11,14,2002-11-14,02Nov14
1780,2002,11,15,2002-11-15,02Nov15
1781,2002,11,16,2002-11-16,02Nov16
1782,2002,11,17,2002-11-17,02Nov17
1783,2002,11,18,2002-11-18,02Nov18
1784,2002,11,19,2002-11-19,02Nov19
1785,2002,11,20,2002-11-20,02Nov20
1786,2002,11,21,2002-11-21,02Nov21
1787,2002,11,22,2002-11-22,02Nov22
1788,2002,11,23,2002-11-23,02Nov23
1789,2002,11,24,2002-11-24,02Nov24
1790,2002,11,25,2002-11-25,02Nov25
1791,2002,11,26,2002-11-26,02Nov26
1792,2002,11,27,2002-11-27,02Nov27
1793,2002,11,28,2002-11-28,02Nov28
1794,2002,11,29,2002-11-29,02Nov29
1795,2002,11,30,2002-11-30,02Nov30
1796,2002,12,01,2002-12-01,02Dec01
1797,2002,12,02,2002-12-02,02Dec02
1798,2002,12,03,2002-12-03,02Dec03
1799,2002,12,04,2002-12-04,02Dec04
1800,2002,12,05,2002-12-05,02Dec05
1801,2002,12,06,2002-12-06,02Dec06
1802,2002,12,07,2002-12-07,02Dec07
1803,2002,12,08,2002-12-08,02Dec08
1804,2002,12,09,2002-12-09,02Dec09
1805,2002,12,10,2002-12-10,02Dec10
1806,2002,12,11,2002-12-11,02Dec11
1807,2002,12,12,2002-12-12,02Dec12
1808,2002,12,13,2002-12-13,02Dec13
1809,2002,12,14,2002-12-14,02Dec14
1810,2002,12,15,2002-12-15,02Dec15
1811,2002,12,16,2002-12-16,02Dec16
1812,2002,12,17,2002-12-17,02Dec17
1813,2002,12,18,2002-12-18,02Dec18
1814,2002,12,19,2002-12-19,02Dec19
1815,2002,12,20,2002-12-20,02Dec20
1816,2002,12,21,2002-12-21,02Dec21
1817,2002,12,22,2002-12-22,02Dec22
1818,2002,12,23,2002-12-23,02Dec23
1819,2002,12,24,2002-12-24,02Dec24
1820,2002,12,25,2002-12-25,02Dec25
1821,2002,12,26,2002-12-26,02Dec26
1822,2002,12,27,2002-12-27,02Dec27
1823,2002,12,28,2002-12-28,02Dec28
1824,2002,12,29,2002-12-29,02Dec29
1825,2002,12,30,2002-12-30,02Dec30
1826,2002,12,31,2002-12-31,02Dec31
1827,2003,01,01,2003-01-01,03Jan01
1828,2003,01,02,2003-01-02,03Jan02
1829,2003,01,03,2003-01-03,03Jan03
1830,2003,01,04,2003-01-04,03Jan04
1831,2003,01,05,2003-01-05,03Jan05
1832,2003,01,06,2003-01-06,03Jan06
1833,2003,01,07,2003-01-07,03Jan07
1834,2003,01,08,2003-01-08,03Jan08
1835,2003,01,09,2003-01-09,03Jan09
1836,2003,01,10,2003-01-10,03Jan10
1837,2003,01,11,2003-01-11,03Jan11
1838,2003,01,12,2003-01-12,03Jan12
1839,2003,01,13,2003-01-13,03Jan13
1840,2003,01,14,2003-01-14,03Jan14
1841,2003,01,15,2003-01-15,03Jan15
1842,2003,01,16,2003-01-16,03Jan16
1843,2003,01,17,2003-01-17,03Jan17
1844,2003,01,18,2003-01-18,03Jan18
1845,2003,01,19,2003-01-19,03Jan19
1846,2003,01,20,2003-01-20,03Jan20
1847,2003,01,21,2003-01-21,03Jan21
1848,2003,01,22,2003-01-22,03Jan22
1849,2003,01,23,2003-01-23,03Jan23
1850,2003,01,24,2003-01-24,03Jan24
1851,2003,01,25,2003-01-25,03Jan25
1852,2003,01,26,2003-01-26,03Jan26
1853,2003,01,27,2003-01-27,03Jan27
1854,2003,01,28,2003-01-28,03Jan28
1855,2003,01,29,2003-01-29,03Jan29
1856,2003,01,30,2003-01-30,03Jan30
1857,2003,01,31,2003-01-31,03Jan31
1858,2003,02,01,2003-02-01,03Feb01
1859,2003,02,02,2003-02-02,03Feb02
1860,2003,02,03,2003-02-03,03Feb03
1861,2003,02,04,2003-02-04,03Feb04
1862,2003,02,05,2003-02-05,03Feb05
1863,2003,02,06,2003-02-06,03Feb06
1864,2003,02,07,2003-02-07,03Feb07
1865,2003,02,08,2003-02-08,03Feb08
1866,2003,02,09,2003-02-09,03Feb09
1867,2003,02,10,2003-02-10,03Feb10
1868,2003,02,11,2003-02-11,03Feb11
1869,2003,02,12,2003-02-12,03Feb12
1870,2003,02,13,2003-02-13,03Feb13
1871,2003,02,14,2003-02-14,03Feb14
1872,2003,02,15,2003-02-15,03Feb15
1873,2003,02,16,2003-02-16,03Feb16
1874,2003,02,17,2003-02-17,03Feb17
1875,2003,02,18,2003-02-18,03Feb18
1876,2003,02,19,2003-02-19,03Feb19
1877,2003,02,20,2003-02-20,03Feb20
1878,2003,02,21,2003-02-21,03Feb21
1879,2003,02,22,2003-02-22,03Feb22
1880,2003,02,23,2003-02-23,03Feb23
1881,2003,02,24,2003-02-24,03Feb24
1882,2003,02,25,2003-02-25,03Feb25
1883,2003,02,26,2003-02-26,03Feb26
1884,2003,02,27,2003-02-27,03Feb27
1885,2003,02,28,2003-02-28,03Feb28
1886,2003,03,01,2003-03-01,03Mar01
1887,2003,03,02,2003-03-02,03Mar02
1888,2003,03,03,2003-03-03,03Mar03
1889,2003,03,04,2003-03-04,03Mar04
1890,2003,03,05,2003-03-05,03Mar05
1891,2003,03,06,2003-03-06,03Mar06
1892,2003,03,07,2003-03-07,03Mar07
1893,2003,03,08,2003-03-08,03Mar08
1894,2003,03,09,2003-03-09,03Mar09
1895,2003,03,10,2003-03-10,03Mar10
1896,2003,03,11,2003-03-11,03Mar11
1897,2003,03,12,2003-03-12,03Mar12
1898,2003,03,13,2003-03-13,03Mar13
1899,2003,03,14,2003-03-14,03Mar14
1900,2003,03,15,2003-03-15,03Mar15
1901,2003,03,16,2003-03-16,03Mar16
1902,2003,03,17,2003-03-17,03Mar17
1903,2003,03,18,2003-03-18,03Mar18
1904,2003,03,19,2003-03-19,03Mar19
1905,2003,03,20,2003-03-20,03Mar20
1906,2003,03,21,2003-03-21,03Mar21
1907,2003,03,22,2003-03-22,03Mar22
1908,2003,03,23,2003-03-23,03Mar23
1909,2003,03,24,2003-03-24,03Mar24
1910,2003,03,25,2003-03-25,03Mar25
1911,2003,03,26,2003-03-26,03Mar26
1912,2003,03,27,2003-03-27,03Mar27
1913,2003,03,28,2003-03-28,03Mar28
1914,2003,03,29,2003-03-29,03Mar29
1915,2003,03,30,2003-03-30,03Mar30
1916,2003,03,31,2003-03-31,03Mar31
1917,2003,04,01,2003-04-01,03Apr01
1918,2003,04,02,2003-04-02,03Apr02
1919,2003,04,03,2003-04-03,03Apr03
1920,2003,04,04,2003-04-04,03Apr04
1921,2003,04,05,2003-04-05,03Apr05
1922,2003,04,06,2003-04-06,03Apr06
1923,2003,04,07,2003-04-07,03Apr07
1924,2003,04,08,2003-04-08,03Apr08
1925,2003,04,09,2003-04-09,03Apr09
1926,2003,04,10,2003-04-10,03Apr10
1927,2003,04,11,2003-04-11,03Apr11
1928,2003,04,12,2003-04-12,03Apr12
1929,2003,04,13,2003-04-13,03Apr13
1930,2003,04,14,2003-04-14,03Apr14
1931,2003,04,15,2003-04-15,03Apr15
1932,2003,04,16,2003-04-16,03Apr16
1933,2003,04,17,2003-04-17,03Apr17
1934,2003,04,18,2003-04-18,03Apr18
1935,2003,04,19,2003-04-19,03Apr19
1936,2003,04,20,2003-04-20,03Apr20
1937,2003,04,21,2003-04-21,03Apr21
1938,2003,04,22,2003-04-22,03Apr22
1939,2003,04,23,2003-04-23,03Apr23
1940,2003,04,24,2003-04-24,03Apr24
1941,2003,04,25,2003-04-25,03Apr25
1942,2003,04,26,2003-04-26,03Apr26
1943,2003,04,27,2003-04-27,03Apr27
1944,2003,04,28,2003-04-28,03Apr28
1945,2003,04,29,2003-04-29,03Apr29
1946,2003,04,30,2003-04-30,03Apr30
1947,2003,05,01,2003-05-01,03May01
1948,2003,05,02,2003-05-02,03May02
1949,2003,05,03,2003-05-03,03May03
1950,2003,05,04,2003-05-04,03May04
1951,2003,05,05,2003-05-05,03May05
1952,2003,05,06,2003-05-06,03May06
1953,2003,05,07,2003-05-07,03May07
1954,2003,05,08,2003-05-08,03May08
1955,2003,05,09,2003-05-09,03May09
1956,2003,05,10,2003-05-10,03May10
1957,2003,05,11,2003-05-11,03May11
1958,2003,05,12,2003-05-12,03May12
1959,2003,05,13,2003-05-13,03May13
1960,2003,05,14,2003-05-14,03May14
1961,2003,05,15,2003-05-15,03May15
1962,2003,05,16,2003-05-16,03May16
1963,2003,05,17,2003-05-17,03May17
1964,2003,05,18,2003-05-18,03May18
1965,2003,05,19,2003-05-19,03May19
1966,2003,05,20,2003-05-20,03May20
1967,2003,05,21,2003-05-21,03May21
1968,2003,05,22,2003-05-22,03May22
1969,2003,05,23,2003-05-23,03May23
1970,2003,05,24,2003-05-24,03May24
1971,2003,05,25,2003-05-25,03May25
1972,2003,05,26,2003-05-26,03May26
1973,2003,05,27,2003-05-27,03May27
1974,2003,05,28,2003-05-28,03May28
1975,2003,05,29,2003-05-29,03May29
1976,2003,05,30,2003-05-30,03May30
1977,2003,05,31,2003-05-31,03May31
1978,2003,06,01,2003-06-01,03Jun01
1979,2003,06,02,2003-06-02,03Jun02
1980,2003,06,03,2003-06-03,03Jun03
1981,2003,06,04,2003-06-04,03Jun04
1982,2003,06,05,2003-06-05,03Jun05
1983,2003,06,06,2003-06-06,03Jun06
1984,2003,06,07,2003-06-07,03Jun07
1985,2003,06,08,2003-06-08,03Jun08
1986,2003,06,09,2003-06-09,03Jun09
1987,2003,06,10,2003-06-10,03Jun10
1988,2003,06,11,2003-06-11,03Jun11
1989,2003,06,12,2003-06-12,03Jun12
1990,2003,06,13,2003-06-13,03Jun13
1991,2003,06,14,2003-06-14,03Jun14
1992,2003,06,15,2003-06-15,03Jun15
1993,2003,06,16,2003-06-16,03Jun16
1994,2003,06,17,2003-06-17,03Jun17
1995,2003,06,18,2003-06-18,03Jun18
1996,2003,06,19,2003-06-19,03Jun19
1997,2003,06,20,2003-06-20,03Jun20
1998,2003,06,21,2003-06-21,03Jun21
1999,2003,06,22,2003-06-22,03Jun22
2000,2003,06,23,2003-06-23,03Jun23
2001,2003,06,24,2003-06-24,03Jun24
2002,2003,06,25,2003-06-25,03Jun25
2003,2003,06,26,2003-06-26,03Jun26
2004,2003,06,27,2003-06-27,03Jun27
2005,2003,06,28,2003-06-28,03Jun28
2006,2003,06,29,2003-06-29,03Jun29
2007,2003,06,30,2003-06-30,03Jun30
2008,2003,07,01,2003-07-01,03Jul01
2009,2003,07,02,2003-07-02,03Jul02
2010,2003,07,03,2003-07-03,03Jul03
2011,2003,07,04,2003-07-04,03Jul04
2012,2003,07,05,2003-07-05,03Jul05
2013,2003,07,06,2003-07-06,03Jul06
2014,2003,07,07,2003-07-07,03Jul07
2015,2003,07,08,2003-07-08,03Jul08
2016,2003,07,09,2003-07-09,03Jul09
2017,2003,07,10,2003-07-10,03Jul10
2018,2003,07,11,2003-07-11,03Jul11
2019,2003,07,12,2003-07-12,03Jul12
2020,2003,07,13,2003-07-13,03Jul13
2021,2003,07,14,2003-07-14,03Jul14
2022,2003,07,15,2003-07-15,03Jul15
2023,2003,07,16,2003-07-16,03Jul16
2024,2003,07,17,2003-07-17,03Jul17
2025,2003,07,18,2003-07-18,03Jul18
2026,2003,07,19,2003-07-19,03Jul19
2027,2003,07,20,2003-07-20,03Jul20
2028,2003,07,21,2003-07-21,03Jul21
2029,2003,07,22,2003-07-22,03Jul22
2030,2003,07,23,2003-07-23,03Jul23
2031,2003,07,24,2003-07-24,03Jul24
2032,2003,07,25,2003-07-25,03Jul25
2033,2003,07,26,2003-07-26,03Jul26
2034,2003,07,27,2003-07-27,03Jul27
2035,2003,07,28,2003-07-28,03Jul28
2036,2003,07,29,2003-07-29,03Jul29
2037,2003,07,30,2003-07-30,03Jul30
2038,2003,07,31,2003-07-31,03Jul31
2039,2003,08,01,2003-08-01,03Aug01
2040,2003,08,02,2003-08-02,03Aug02
2041,2003,08,03,2003-08-03,03Aug03
2042,2003,08,04,2003-08-04,03Aug04
2043,2003,08,05,2003-08-05,03Aug05
2044,2003,08,06,2003-08-06,03Aug06
2045,2003,08,07,2003-08-07,03Aug07
2046,2003,08,08,2003-08-08,03Aug08
2047,2003,08,09,2003-08-09,03Aug09
2048,2003,08,10,2003-08-10,03Aug10
2049,2003,08,11,2003-08-11,03Aug11
2050,2003,08,12,2003-08-12,03Aug12
2051,2003,08,13,2003-08-13,03Aug13
2052,2003,08,14,2003-08-14,03Aug14
2053,2003,08,15,2003-08-15,03Aug15
2054,2003,08,16,2003-08-16,03Aug16
2055,2003,08,17,2003-08-17,03Aug17
2056,2003,08,18,2003-08-18,03Aug18
2057,2003,08,19,2003-08-19,03Aug19
2058,2003,08,20,2003-08-20,03Aug20
2059,2003,08,21,2003-08-21,03Aug21
2060,2003,08,22,2003-08-22,03Aug22
2061,2003,08,23,2003-08-23,03Aug23
2062,2003,08,24,2003-08-24,03Aug24
2063,2003,08,25,2003-08-25,03Aug25
2064,2003,08,26,2003-08-26,03Aug26
2065,2003,08,27,2003-08-27,03Aug27
2066,2003,08,28,2003-08-28,03Aug28
2067,2003,08,29,2003-08-29,03Aug29
2068,2003,08,30,2003-08-30,03Aug30
2069,2003,08,31,2003-08-31,03Aug31
2070,2003,09,01,2003-09-01,03Sep01
2071,2003,09,02,2003-09-02,03Sep02
2072,2003,09,03,2003-09-03,03Sep03
2073,2003,09,04,2003-09-04,03Sep04
2074,2003,09,05,2003-09-05,03Sep05
2075,2003,09,06,2003-09-06,03Sep06
2076,2003,09,07,2003-09-07,03Sep07
2077,2003,09,08,2003-09-08,03Sep08
2078,2003,09,09,2003-09-09,03Sep09
2079,2003,09,10,2003-09-10,03Sep10
2080,2003,09,11,2003-09-11,03Sep11
2081,2003,09,12,2003-09-12,03Sep12
2082,2003,09,13,2003-09-13,03Sep13
2083,2003,09,14,2003-09-14,03Sep14
2084,2003,09,15,2003-09-15,03Sep15
2085,2003,09,16,2003-09-16,03Sep16
2086,2003,09,17,2003-09-17,03Sep17
2087,2003,09,18,2003-09-18,03Sep18
2088,2003,09,19,2003-09-19,03Sep19
2089,2003,09,20,2003-09-20,03Sep20
